Movie Name,Poster Image Link,Synopsis,Genre,IMDb_id,Plot Keywords,Storyline,Genre Variations
Carlito's Way,"https://m.media-amazon.com/images/M/MV5BN2I2N2Q1YmMtMzZkMC00Y2JjLWJmOWUtNjc2OTM2ZTk1MjUyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX140_CR0,0,140,209_AL_.jpg","    A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",Crime,tt0106519,mafia gangster 1970s outdoor sex woman on top ,"    A Puerto Rican ex-con pledges to stay away from his former drug dealing ways but finds himself being dragged back by his past connections and the naive machinations of his lawyer and best friend. Hoping to raise enough money to get away from New York, Carlito Brigante takes on the job of running a nightclub, renews an affair with a dancer but old associates and old instincts suck him back into a world of violence and mistrust.",Crime Drama Thriller 
The Hunger Games,"https://m.media-amazon.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_UY209_CR0,0,140,209_AL_.jpg",    Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,Action,tt1392170,female protagonist self survival game suicide attempt tough girl ,"    In a dystopian future, the totalitarian nation of Panem is divided into 12 districts and the Capitol. Each year two young representatives from each district are selected by lottery to participate in The Hunger Games. Part entertainment, brutal retribution for a past rebellion, the televised games are broadcast throughout Panem. The 24 participants are forced to eliminate their competitors while the citizens of Panem are required to watch. When 16-year-old Katniss' young sister, Prim, is selected as District 12's female representative, Katniss volunteers to take her place. She and her male counterpart, Peeta, are pitted against bigger, stronger representatives, some of whom have trained for this their whole lives.",Action Adventure Sci-Fi 
King Kong,"https://m.media-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg","    In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to the mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with leading lady Ann Darrow.",Action,tt0360717,island gorilla new york city king kong jungle ,"    Carl Denham needs to finish his movie and has the perfect location; Skull Island. But he still needs to find a leading lady. This 'soon-to-be-unfortunate' soul is Ann Darrow. No one knows what they will encounter on this island and why it is so mysterious, but once they reach it, they will soon find out. Living on this hidden island is a giant gorilla and this beast now has Ann is its grasps. Carl and Ann's new love, Jack Driscoll must travel through the jungle looking for Kong and Ann, whilst avoiding all sorts of creatures and beasts. But Carl has another plan in mind.",Action Adventure Drama 
Spy Game,"https://m.media-amazon.com/images/M/MV5BNjNhOGZkNzktMGU3NC00ODk2LWE4NjctZTliN2JjZTQxZmIxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY209_CR1,0,140,209_AL_.jpg",    Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors.,Thriller,tt0266987,cia espionage shanghai china task force rogue agent ,"    CIA operative Nathan Muir (Redford) is on the brink of retirement when he finds out that his protege Tom Bishop (Pitt) has been arrested in China for espionage. No stranger to the machinations of the CIA's top echelon, Muir hones all his skills and irreverent manner in order to find a way to free Bishop. As he embarks on his mission to free Bishop, Muir recalls how he recruited and trained the young rookie, at that time a sergeant in Vietnam, their turbulent times together as operatives and the woman who threatened their friendship.",Action Crime Thriller 
The Road,"https://m.media-amazon.com/images/M/MV5BMTAwNzk4NTU3NDReQTJeQWpwZ15BbWU3MDg3OTEyODI@._V1_UY209_CR1,0,140,209_AL_.jpg","    In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.",Adventure,tt0898367,apocalypse survival on the road post apocalypse based on novel ,"    It's a post-apocalyptic world, several years after whatever the cataclysmic event, which has in turn caused frequent quakes as further potential hazards. The world is gray and getting quickly grayer as more and more things die off. A man and his pre-teen son, who was born after the apocalypse, are currently on the road, their plan to walk to the coast and head south where the man hopes there will be a more hospitable environment in which to live. The man has taught his son that they are the ""good people"" who have fire in their hearts, which in combination largely means that they will not resort to cannibalism to survive. The man owns a pistol with two bullets remaining, which he will use for murder/suicide of him and his son if he feels that that is a better fate for them than life in the alternative. Food and fuel are for what everyone is looking. The man has taught his son to be suspect of everyone that they may meet, these strangers who, out of desperation, may not only try to ...",Adventure Drama 
The Next Three Days,"https://m.media-amazon.com/images/M/MV5BMjAzMjk4NjI4M15BMl5BanBnXkFtZTcwNjQ4OTEwNA@@._V1_UY209_CR0,0,140,209_AL_.jpg",    A married couple's life is turned upside down when the wife is accused of a murder.,Crime,tt1458175,murder planning fire escape artist cash ,"    Lara Brennan is arrested for murdering her boss with whom she had an argument. It seems she was seen leaving the scene of the crime and her fingerprints were on the murder weapon. Her husband, John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. And when the strain of being separated from her family, especially her son, gets to her, John decides to break her out. So he does a lot of research to find a way.",Action Crime Drama 
L.A. Confidential,"https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY209_CR1,0,140,209_AL_.jpg","    As corruption grows in 1950s Los Angeles, three policemen -- one strait-laced, one brutal, and one sleazy -- investigate a series of murders with their own brand of justice.",Thriller,tt0119488,corruption murder call girl arizona reference to arizona ,"    1950's Los Angeles is the seedy backdrop for this intricate noir-ish tale of police corruption and Hollywood sleaze. Three very different cops are all after the truth, each in their own style: Ed Exley, the golden boy of the police force, willing to do almost anything to get ahead, except sell out; Bud White, ready to break the rules to seek justice, but barely able to keep his raging violence under control; and Jack Vincennes, always looking for celebrity and a quick buck until his conscience drives him to join Exley and White down the one-way path to find the truth behind the dark world of L.A. crime.",Crime Drama Mystery 
Dances with Wolves,"https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_UX140_CR0,0,140,209_AL_.jpg","    Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.",Drama,tt0099348,friendship native american 19th century wolf famous score ,"    Lt. John Dunbar is dubbed a hero after he accidentally leads Union troops to a victory during the Civil War. He requests a position on the western frontier, but finds it deserted. He soon finds out he is not alone, but meets a wolf he dubs ""Two-socks"" and a curious Indian tribe. Dunbar quickly makes friends with the tribe, and discovers a white woman who was raised by the Indians. He gradually earns the respect of these native people, and sheds his white-man's ways.",Adventure Drama Western 
Gunfight at the O.K. Corral,"https://m.media-amazon.com/images/M/MV5BYzJlNWM2ODEtYTdhZS00MmMyLTg1NjItNWI3YTg1MDM4YjNlXkEyXkFqcGdeQXVyMzIzNDU3NDE@._V1_UX140_CR0,0,140,209_AL_.jpg",    Lawman Wyatt Earp and outlaw Doc Holliday form an unlikely alliance which culminates in their participation in the legendary Gunfight at the O.K. Corral.,Western,tt0050468,blackjack tombstone arizona arizona territory arizona gunfight at the o.k. corral ,"    After a long career as a lawman that made him a legend, Wyatt Earp decides to quit and join his brothers in Tombstone, Arizona. There he would see them in a feud with the Clantons, a local clan of thugs and cattle thieves. When the showdown becomes inevitable, the help will come from Doc Holliday, a terminally-ill gambler who happens to be another Wild West legend.",Biography Drama Western 
Batman Begins,"https://m.media-amazon.com/images/M/MV5BZmUwNGU2ZmItMmRiNC00MjhlLTg5YWUtODMyNzkxODYzMmZlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY209_CR8,0,140,209_AL_.jpg","    After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",Adventure,tt0372784,social decay well deception falling down a well falling into a well ,"    When his parents are killed, billionaire playboy Bruce Wayne relocates to Asia where he is mentored by Henri Ducard and Ra's Al Ghul in how to fight evil. When learning about the plan to wipe out evil in Gotham City by Ducard, Bruce prevents this plan from getting any further and heads back to his home. Back in his original surroundings, Bruce adopts the image of a bat to strike fear into the criminals and the corrupt as the icon known as 'Batman'. But it doesn't stay quiet for long.",Action Adventure Thriller 
The Descendants,"https://m.media-amazon.com/images/M/MV5BMjAyNTA1MTcyN15BMl5BanBnXkFtZTcwNjEyODczNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",    A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,Comedy,tt1033575,father daughter relationship boating accident hawaii cheating wife dying mother ,"    Matt King's family has lived in Hawaii for generations. His extended family - namely he and his many cousins - own 25,000 acres of undeveloped land on Kauai held in trust, which ends in seven years. The easiest thing for the family to do is sell the land before the seven years is up, which is all the talk in the state, as, to whom they sell the property could very well change the face of Kauai. Despite the vast wealth that comes with the land, Matt has decided to live solely on what he earns as a Honolulu lawyer. However, Matt has not had a perfect life living in Hawaiian paradise as many believe. He and his wife Elizabeth were having problems in their marriage. She recently got into a boating accident which has placed her in a coma. Their seventeen year old daughter Alex is in boarding school on the big island since they couldn't handle her rebellion, which was made all the worse by an argument of an unknown nature between mother and daughter during Alex's last visit home. And their ...",Comedy Drama 
3:10 to Yuma,"https://m.media-amazon.com/images/M/MV5BMGNjMzJjOWUtODQzYy00ZGExLThkYjMtZWUwYWQzNjMwOGMzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg",    Broke small-time rancher Dan Evans is hired by the stagecoach line to put big-time captured outlaw leader Ben Wade on the 3:10 train to Yuma but Wade's gang tries to free him.,Western,tt0050086,yuma arizona arizona contention city arizona yuma territorial prison globe arizona ,"    After outlaw leader Ben Wade is captured in a small town, his gang continue to threaten. Small-time rancher Dan Evans is persuaded to take Wade in secret to the nearest town with a railway station to await the train to the court at Yuma. Once the two are holed up in the hotel to wait it becomes apparent the secret is out, and a battle of wills starts.",Drama Thriller Western 
